,category,product_brand,product_name,date,quantity,price
525,OLDER SINGLES/FAMILIES,Kettle,Kettle Sensations   Camembert & Fig 150g,1/24/2019,2,9.2
526,YOUNG FAMILIES,Kettle,Kettle Tortilla ChpsFeta&Garlic 150g,12/30/2018,2,9.2
527,YOUNG FAMILIES,Infuzions,Infuzions BBQ Rib   Prawn Crackers 110g,9/25/2018,2,7.6
528,OLDER SINGLES/FAMILIES,Kettle,Kettle Chilli 175g,8/16/2018,1,5.4
529,OLDER SINGLES/FAMILIES,WOOLWORTHS,WW Supreme Cheese   Corn Chips 200g,11/7/2018,1,1.9
530,YOUNG FAMILIES,Woolworths,Woolworths Cheese   Rings 190g,10/24/2018,2,3.6
531,YOUNG FAMILIES,Doritos,Doritos Corn Chips  Cheese Supreme 170g,9/15/2018,2,8.8
532,RETIREES,Tostitos,Tostitos Lightly    Salted 175g,1/23/2019,2,8.8
533,YOUNG SINGLES/FAMILIES,Infuzions,Infuzions Thai SweetChili PotatoMix 110g,8/8/2018,1,3.8
534,RETIREES,Red,Red Rock Deli Thai  Chilli&Lime 150g,5/18/2019,1,2.7
535,YOUNG SINGLES/FAMILIES,RRD,RRD Lime & Pepper   165g,7/5/2018,2,6
536,OLDER FAMILIES,Dorito,Dorito Corn Chp     Supreme 380g,11/21/2018,2,13
537,YOUNG SINGLES/FAMILIES,Grain,Grain Waves Sour    Cream&Chives 210G,5/24/2019,2,7.2
538,YOUNG SINGLES/FAMILIES,Doritos,Doritos Corn Chip Mexican Jalapeno 150g,9/15/2018,2,7.8
539,YOUNG SINGLES/FAMILIES,Infzns,Infzns Crn Crnchers Tangy Gcamole 110g,6/2/2019,2,7.6
540,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sea Salt     And Vinegar 175g,12/8/2018,2,10.8
541,YOUNG FAMILIES,Doritos,Doritos Cheese      Supreme 330g,8/1/2018,2,11.4
542,OLDER SINGLES/FAMILIES,Infuzions,Infuzions Mango     Chutny Papadums 70g,5/31/2019,2,4.8
543,OLDER SINGLES/FAMILIES,Kettle,Kettle Sensations   Camembert & Fig 150g,6/9/2019,2,9.2
544,OLDER FAMILIES,Pringles,Pringles Barbeque   134g,4/22/2019,2,7.4
545,RETIREES,Infuzions,Infuzions BBQ Rib   Prawn Crackers 110g,10/18/2018,2,7.6
546,NEW SINGLES/FAMILIES,Kettle,Kettle Sweet Chilli And Sour Cream 175g,2/14/2019,2,10.8
547,YOUNG SINGLES/FAMILIES,Pringles,Pringles Sweet&Spcy BBQ 134g,6/15/2019,2,7.4
548,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sea Salt     And Vinegar 175g,12/7/2018,2,10.8
549,OLDER FAMILIES,Doritos,Doritos Corn Chips  Cheese Supreme 170g,11/26/2018,2,8.8
550,YOUNG SINGLES/FAMILIES,Pringles,Pringles Chicken    Salt Crips 134g,5/18/2019,2,7.4
551,NEW FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,12/24/2018,2,9.2
552,OLDER SINGLES/FAMILIES,Infuzions,Infuzions SourCream&Herbs Veg Strws 110g,10/8/2018,2,7.6
553,YOUNG SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,3/16/2019,2,9.2
554,MIDAGE SINGLES/FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,2/9/2019,2,9.2
555,RETIREES,Tostitos,Tostitos Lightly    Salted 175g,5/20/2019,3,13.2
556,OLDER SINGLES/FAMILIES,Infuzions,Infuzions Mango     Chutny Papadums 70g,6/14/2019,2,4.8
557,RETIREES,Kettle,Kettle Mozzarella   Basil & Pesto 175g,10/1/2018,2,10.8
558,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sweet Chilli And Sour Cream 175g,11/14/2018,2,10.8
559,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sensations   Camembert & Fig 150g,3/14/2019,2,9.2
560,YOUNG SINGLES/FAMILIES,Cobs,Cobs Popd Sea Salt  Chips 110g,7/16/2018,2,7.6
561,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,5/21/2019,2,9.2
562,OLDER FAMILIES,RRD,RRD Steak &         Chimuchurri 150g,3/9/2019,2,5.4
563,MIDAGE SINGLES/FAMILIES,Kettle,Kettle Honey Soy    Chicken 175g,5/11/2019,2,10.8
564,YOUNG SINGLES/FAMILIES,Pringles,Pringles SourCream  Onion 134g,3/21/2019,1,3.7
565,NEW FAMILIES,Cheetos,Cheetos Puffs 165g,11/14/2018,2,5.6
566,RETIREES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1/8/2019,2,9.2
567,OLDER FAMILIES,Tostitos,Tostitos Smoked     Chipotle 175g,11/6/2018,2,8.8
568,OLDER SINGLES/FAMILIES,Cobs,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2/14/2019,2,7.6
569,YOUNG FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,12/19/2018,2,9.2
570,OLDER FAMILIES,Doritos,Doritos Corn Chips  Cheese Supreme 170g,8/23/2018,2,8.8
571,RETIREES,Infuzions,Infuzions BBQ Rib   Prawn Crackers 110g,12/19/2018,2,7.6
572,RETIREES,Kettle,Kettle Mozzarella   Basil & Pesto 175g,1/3/2019,2,10.8
573,OLDER SINGLES/FAMILIES,Infzns,Infzns Crn Crnchers Tangy Gcamole 110g,9/9/2018,2,7.6
574,OLDER FAMILIES,Infuzions,Infuzions Mango     Chutny Papadums 70g,11/20/2018,2,4.8
575,NEW FAMILIES,Doritos,Doritos Mexicana    170g,3/19/2019,2,8.8
576,NEW SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,12/23/2018,2,9.2
577,YOUNG SINGLES/FAMILIES,Kettle,Kettle Original 175g,11/25/2018,2,10.8
578,OLDER FAMILIES,Red,Red Rock Deli Sp    Salt & Truffle 150G,5/9/2019,2,5.4
579,YOUNG FAMILIES,RRD,RRD Honey Soy       Chicken 165g,8/17/2018,2,6
580,OLDER SINGLES/FAMILIES,Pringles,Pringles Original   Crisps 134g,2/3/2019,2,7.4
581,RETIREES,Kettle,Kettle Original 175g,7/18/2018,1,5.4
582,OLDER FAMILIES,Kettle,Kettle Chilli 175g,8/24/2018,2,10.8
583,OLDER FAMILIES,Pringles,Pringles Mystery    Flavour 134g,2/5/2019,2,7.4
584,RETIREES,RRD,RRD Honey Soy       Chicken 165g,3/8/2019,2,6
585,YOUNG FAMILIES,Pringles,Pringles Slt Vingar 134g,3/19/2019,2,7.4
586,RETIREES,Doritos,Doritos Cheese      Supreme 330g,1/17/2019,2,11.4
587,OLDER SINGLES/FAMILIES,Red,Red Rock Deli Sp    Salt & Truffle 150G,5/14/2019,1,2.7
588,NEW SINGLES/FAMILIES,Kettle,Kettle Mozzarella   Basil & Pesto 175g,3/26/2019,2,10.8
589,MIDAGE SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsFeta&Garlic 150g,11/19/2018,2,9.2
590,OLDER SINGLES/FAMILIES,Kettle,Kettle Sea Salt     And Vinegar 175g,7/13/2018,2,10.8
591,MIDAGE SINGLES/FAMILIES,Doritos,Doritos Mexicana    170g,5/23/2019,2,8.8
592,RETIREES,Kettle,Kettle Original 175g,11/15/2018,2,10.8
593,YOUNG SINGLES/FAMILIES,Pringles,Pringles Barbeque   134g,11/21/2018,2,7.4
594,YOUNG FAMILIES,Tostitos,Tostitos Smoked     Chipotle 175g,6/3/2019,2,8.8
595,YOUNG FAMILIES,Pringles,Pringles Chicken    Salt Crips 134g,8/26/2018,2,7.4
596,YOUNG FAMILIES,Cobs,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,8/3/2018,2,7.6
597,MIDAGE SINGLES/FAMILIES,Infuzions,Infuzions BBQ Rib   Prawn Crackers 110g,7/16/2018,2,7.6
598,RETIREES,Grain,Grain Waves Sour    Cream&Chives 210G,12/26/2018,2,7.2
599,MIDAGE SINGLES/FAMILIES,Doritos,Doritos Corn Chips  Nacho Cheese 170g,5/19/2019,2,8.8
600,RETIREES,Kettle,Kettle Chilli 175g,2/15/2019,2,10.8
601,OLDER SINGLES/FAMILIES,Kettle,Kettle Mozzarella   Basil & Pesto 175g,10/5/2018,2,10.8
602,OLDER SINGLES/FAMILIES,Doritos,Doritos Corn Chips  Original 170g,7/4/2018,2,8.8
603,NEW SINGLES/FAMILIES,RRD,RRD Steak &         Chimuchurri 150g,11/20/2018,1,2.7
604,YOUNG FAMILIES,Grain,Grain Waves         Sweet Chilli 210g,8/23/2018,1,3.6
605,OLDER SINGLES/FAMILIES,Grain,Grain Waves         Sweet Chilli 210g,6/4/2019,2,7.2
606,RETIREES,RRD,RRD SR Slow Rst     Pork Belly 150g,8/2/2018,2,5.4
607,OLDER FAMILIES,Pringles,Pringles Chicken    Salt Crips 134g,4/24/2019,2,7.4
608,RETIREES,RRD,RRD Honey Soy       Chicken 165g,5/13/2019,2,6
609,OLDER FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,3/29/2019,2,9.2
610,OLDER FAMILIES,Pringles,Pringles Sweet&Spcy BBQ 134g,3/10/2019,2,7.4
611,RETIREES,Cobs,Cobs Popd Sour Crm  &Chives Chips 110g,6/15/2019,2,7.6
612,NEW FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2/26/2019,2,9.2
613,MIDAGE SINGLES/FAMILIES,Tostitos,Tostitos Lightly    Salted 175g,5/9/2019,2,8.8
614,OLDER SINGLES/FAMILIES,Doritos,Doritos Cheese      Supreme 330g,4/25/2019,2,11.4
615,OLDER SINGLES/FAMILIES,Kettle,Kettle Sea Salt     And Vinegar 175g,10/31/2018,2,10.8
616,OLDER SINGLES/FAMILIES,Doritos,Doritos Corn Chip Southern Chicken 150g,8/6/2018,2,7.8
617,RETIREES,RRD,RRD Chilli&         Coconut 150g,11/8/2018,2,5.4
618,NEW SINGLES/FAMILIES,WOOLWORTHS,WW Crinkle Cut      Chicken 175g,4/4/2019,2,3.4
619,RETIREES,Kettle,Kettle 135g Swt Pot Sea Salt,10/24/2018,2,8.4
620,YOUNG FAMILIES,WOOLWORTHS,WW Crinkle Cut      Original 175g,9/21/2018,2,3.4
621,OLDER SINGLES/FAMILIES,Doritos,Doritos Corn Chip Mexican Jalapeno 150g,4/24/2019,2,7.8
622,YOUNG SINGLES/FAMILIES,Infuzions,Infuzions Thai SweetChili PotatoMix 110g,3/10/2019,2,7.6
623,OLDER SINGLES/FAMILIES,Doritos,Doritos Cheese      Supreme 330g,3/19/2019,2,11.4
624,OLDER FAMILIES,RRD,RRD Pc Sea Salt     165g,7/7/2018,2,6
625,OLDER SINGLES/FAMILIES,WOOLWORTHS,WW Crinkle Cut      Original 175g,3/13/2019,2,3.4
626,MIDAGE SINGLES/FAMILIES,Infzns,Infzns Crn Crnchers Tangy Gcamole 110g,5/19/2019,3,11.4
627,NEW SINGLES/FAMILIES,RRD,RRD Honey Soy       Chicken 165g,9/8/2018,2,6
628,RETIREES,Grain,Grain Waves         Sweet Chilli 210g,12/4/2018,2,7.2
629,OLDER SINGLES/FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,12/24/2018,2,9.2
630,OLDER SINGLES/FAMILIES,Cobs,Cobs Popd Sea Salt  Chips 110g,8/18/2018,2,7.6
631,YOUNG FAMILIES,Infuzions,Infuzions Thai SweetChili PotatoMix 110g,1/22/2019,2,7.6
632,OLDER SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,10/20/2018,1,4.6
633,YOUNG FAMILIES,Dorito,Dorito Corn Chp     Supreme 380g,12/16/2018,2,13
634,OLDER SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,7/13/2018,2,9.2
635,RETIREES,Doritos,Doritos Cheese      Supreme 330g,4/6/2019,2,11.4
636,OLDER FAMILIES,WOOLWORTHS,WW Sour Cream &OnionStacked Chips 160g,9/18/2018,2,3.8
637,NEW FAMILIES,RRD,RRD Lime & Pepper   165g,8/6/2018,2,6
638,MIDAGE SINGLES/FAMILIES,Pringles,Pringles Original   Crisps 134g,9/9/2018,2,7.4
639,OLDER SINGLES/FAMILIES,Doritos,Doritos Corn Chips  Nacho Cheese 170g,12/21/2018,2,8.8
640,RETIREES,Kettle,Kettle Tortilla ChpsBtroot&Ricotta 150g,7/11/2018,2,9.2
641,OLDER SINGLES/FAMILIES,Pringles,Pringles Mystery    Flavour 134g,10/25/2018,2,7.4
642,RETIREES,Doritos,Doritos Corn Chips  Cheese Supreme 170g,4/9/2019,2,8.8
643,OLDER FAMILIES,Infzns,Infzns Crn Crnchers Tangy Gcamole 110g,3/27/2019,2,7.6
644,YOUNG FAMILIES,RRD,RRD Salt & Vinegar  165g,3/5/2019,2,6
645,YOUNG FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,3/28/2019,2,9.2
646,OLDER FAMILIES,Doritos,Doritos Corn Chips  Nacho Cheese 170g,6/12/2019,2,8.8
647,YOUNG SINGLES/FAMILIES,Pringles,Pringles Sthrn FriedChicken 134g,7/15/2018,2,7.4
648,YOUNG SINGLES/FAMILIES,Kettle,Kettle Chilli 175g,7/29/2018,2,10.8
649,YOUNG SINGLES/FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1/26/2019,2,9.2
650,YOUNG SINGLES/FAMILIES,Cobs,Cobs Popd Sea Salt  Chips 110g,3/1/2019,2,7.6
651,NEW FAMILIES,RRD,RRD Salt & Vinegar  165g,1/24/2019,2,6
652,RETIREES,Infzns,Infzns Crn Crnchers Tangy Gcamole 110g,5/8/2019,2,7.6
653,OLDER FAMILIES,WOOLWORTHS,WW Crinkle Cut      Chicken 175g,4/4/2019,2,3.4
654,YOUNG SINGLES/FAMILIES,Cobs,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,11/5/2018,2,7.6
655,YOUNG FAMILIES,Kettle,Kettle Sensations   Siracha Lime 150g,11/27/2018,2,9.2
656,YOUNG SINGLES/FAMILIES,Kettle,Kettle Sea Salt     And Vinegar 175g,3/24/2019,1,5.4
657,YOUNG SINGLES/FAMILIES,WOOLWORTHS,WW Crinkle Cut      Original 175g,1/31/2019,2,3.4
658,YOUNG SINGLES/FAMILIES,RRD,RRD Chilli&         Coconut 150g,7/18/2018,2,5.4
659,OLDER FAMILIES,Tostitos,Tostitos Smoked     Chipotle 175g,6/6/2019,2,8.8
660,OLDER SINGLES/FAMILIES,Doritos,Doritos Corn Chip Mexican Jalapeno 150g,7/29/2018,2,7.8
661,OLDER SINGLES/FAMILIES,Red,Red Rock Deli Chikn&Garlic Aioli 150g,8/9/2018,2,5.4
662,OLDER FAMILIES,Grain,Grain Waves         Sweet Chilli 210g,5/12/2019,2,7.2
663,RETIREES,Doritos,Doritos Cheese      Supreme 330g,7/21/2018,2,11.4
664,NEW FAMILIES,Kettle,Kettle Mozzarella   Basil & Pesto 175g,5/22/2019,2,10.8
665,RETIREES,Pringles,Pringles Sweet&Spcy BBQ 134g,3/18/2019,2,7.4
666,RETIREES,Kettle,Kettle Chilli 175g,1/5/2019,2,10.8
667,OLDER FAMILIES,Pringles,Pringles Slt Vingar 134g,3/29/2019,2,7.4
668,OLDER FAMILIES,Infuzions,Infuzions Thai SweetChili PotatoMix 110g,3/30/2019,2,7.6
669,RETIREES,Cobs,Cobs Popd Sea Salt  Chips 110g,11/3/2018,2,7.6
670,MIDAGE SINGLES/FAMILIES,Kettle,Kettle Sensations   BBQ&Maple 150g,3/10/2019,2,9.2
671,YOUNG FAMILIES,Doritos,Doritos Corn Chips  Original 170g,2/13/2019,2,8.8
672,RETIREES,RRD,RRD Lime & Pepper   165g,8/1/2018,1,3
673,YOUNG FAMILIES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,11/27/2018,2,9.2
674,OLDER SINGLES/FAMILIES,Grain,Grain Waves Sour    Cream&Chives 210G,6/13/2019,2,7.2
675,OLDER SINGLES/FAMILIES,Dorito,Dorito Corn Chp     Supreme 380g,11/20/2018,2,13
676,RETIREES,RRD,RRD Lime & Pepper   165g,6/3/2019,2,6
677,OLDER FAMILIES,Pringles,Pringles Sthrn FriedChicken 134g,2/14/2019,2,7.4
678,RETIREES,Kettle,Kettle Tortilla ChpsFeta&Garlic 150g,5/30/2019,2,9.2
679,RETIREES,Kettle,Kettle Tortilla ChpsHny&Jlpno Chili 150g,12/1/2018,2,9.2
680,RETIREES,RRD,RRD Sweet Chilli &  Sour Cream 165g,10/3/2018,2,6
681,OLDER FAMILIES,WOOLWORTHS,WW Crinkle Cut      Original 175g,12/9/2018,2,3.4
682,OLDER FAMILIES,Cobs,Cobs Popd Sea Salt  Chips 110g,5/27/2019,2,7.6
683,YOUNG SINGLES/FAMILIES,Pringles,Pringles Chicken    Salt Crips 134g,12/30/2018,2,7.4
684,OLDER FAMILIES,Pringles,Pringles Mystery    Flavour 134g,12/30/2018,2,7.4
685,RETIREES,Kettle,Kettle Sensations   Camembert & Fig 150g,3/15/2019,2,9.2
686,OLDER SINGLES/FAMILIES,WOOLWORTHS,WW Original Stacked Chips 160g,7/30/2018,1,1.9
687,OLDER FAMILIES,Tostitos,Tostitos Lightly    Salted 175g,10/30/2018,2,8.8
688,RETIREES,Kettle,Kettle Original 175g,6/18/2019,2,10.8
689,OLDER FAMILIES,RRD,RRD Sweet Chilli &  Sour Cream 165g,4/19/2019,2,6
690,OLDER SINGLES/FAMILIES,Cheetos,Cheetos Puffs 165g,5/7/2019,2,5.6
691,RETIREES,Cobs,Cobs Popd Sea Salt  Chips 110g,12/24/2018,2,7.6
692,YOUNG SINGLES/FAMILIES,Kettle,Kettle Original 175g,1/23/2019,2,10.8
693,RETIREES,Tostitos,Tostitos Splash Of  Lime 175g,3/19/2019,2,8.8
694,OLDER SINGLES/FAMILIES,Cobs,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,3/15/2019,2,7.6
695,OLDER SINGLES/FAMILIES,Tostitos,Tostitos Smoked     Chipotle 175g,12/11/2018,2,8.8
696,OLDER FAMILIES,Infuzions,Infuzions SourCream&Herbs Veg Strws 110g,4/21/2019,2,7.6
697,OLDER SINGLES/FAMILIES,Infuzions,Infuzions BBQ Rib   Prawn Crackers 110g,11/19/2018,2,7.6
698,OLDER FAMILIES,Grain,Grain Waves Sour    Cream&Chives 210G,3/14/2019,2,7.2
699,NEW FAMILIES,Pringles,Pringles Barbeque   134g,4/3/2019,1,3.7
700,YOUNG FAMILIES,Kettle,Kettle Honey Soy    Chicken 175g,7/29/2018,2,10.8
